TYPE,Date,Temp,,Laps ,Time,Cumulative Time,Calories,Distance,Avg Pace,Avg GAP,Avg HR,Max HR,Total Ascent,Total Descent,Avg Power,Avg W/kg,Max Power,Max W/kg,Avg Run Cadence,Avg Ground Contact Time,Avg GCT Balance,Avg Stride Length,Avg Vertical Oscillation,Avg Vertical Ratio,Avg Temperature,Best Pace,Max Run Cadence,Moving Time,Avg Moving Pace
ROW,6-Aug,82.00,48.00,39,01:23.7,54:52:26,21,0.02,0,--,151,168,--,--,--,--,--,--,111,--,--,0.2,--,--,--,24:10:00,142,0:04,3:30
ROW,6-Aug,82.00,48.00,40,2:00,56:52:26,28,0.02,0,--,134,168,--,3,--,--,--,--,38,--,--,0.41,--,--,--,0,125,0,--
RUN,27-Aug,88.00,66.00,1,01:34.2,01:34.2,19,0.26,6:00,--,129,157,--,--,--,--,--,--,162,--,--,1.66,--,--,--,5:18,200,1:34,5:59
RUN,27-Aug,88.00,66.00,2,2:00,03:34.2,26,0.03,0,--,126,154,--,--,--,--,--,--,21,--,--,1.05,--,--,--,6:22,162,0:02,1:13
RUN,27-Aug,88.00,66.00,3,01:36.4,05:10.6,25,0.26,6:05,--,149,163,7,--,--,--,--,--,165,--,--,1.6,--,--,--,5:18,185,1:33,5:52
RUN,27-Aug,88.00,66.00,4,2:00,07:10.6,27,0.03,59:36:00,--,131,162,--,7,--,--,--,--,37,--,--,0.73,--,--,--,6:31,163,0:02,1:00
RUN,27-Aug,88.00,66.00,5,01:36.7,08:47.3,26,0.26,6:14,--,152,168,--,--,--,--,--,--,164,--,--,1.58,--,--,--,5:14,176,01:36.7,6:14
RUN,27-Aug,88.00,66.00,6,2:00,10:47,28,0.03,0,--,135,167,--,--,--,--,--,--,37,--,--,0.69,--,--,--,6:37,163,0:02,1:04
RUN,27-Aug,88.00,66.00,7,01:36.5,12:24,26,0.26,6:04,--,156,171,7,--,--,--,--,--,160,--,--,1.66,--,--,--,4:56,176,1:34,5:55
RUN,27-Aug,88.00,66.00,8,2:00,14:24,29,0.04,50:14:00,--,138,170,--,7,--,--,--,--,33,--,--,0.98,--,--,--,6:37,163,0:03,1:15
RUN,27-Aug,88.00,66.00,9,01:42.2,16:06,27,0.26,6:36,--,152,170,--,--,--,--,--,--,164,--,--,1.49,--,--,--,6:07,169,01:42.2,6:36
RUN,27-Aug,88.00,66.00,10,2:00,18:06,27,0.02,0,--,138,170,--,--,--,--,--,--,39,--,--,0.47,--,--,--,6:43,165,0:05,3:39
RUN,27-Aug,88.00,66.00,11,01:41.3,19:47,27,0.26,6:23,--,155,172,--,--,--,--,--,--,160,--,--,1.58,--,--,--,5:45,172,1:41,6:22
RUN,27-Aug,88.00,66.00,12,2:00,21:47,27,0.03,0,--,140,172,--,--,--,--,--,--,41,--,--,0.59,--,--,--,6:33,165,0:10,5:28
RUN,27-Aug,88.00,66.00,13,01:42.1,23:29,27,0.26,6:36,--,156,172,4,--,--,--,--,--,148,--,--,1.65,--,--,--,5:58,168,1:42,6:35
RUN,27-Aug,88.00,66.00,14,2:00,25:29:00,28,0.03,0,--,142,172,--,--,--,--,--,--,32,--,--,0.73,--,--,--,6:40,166,0:03,1:43
RUN,27-Aug,88.00,66.00,15,01:43.1,27:12:00,29,0.26,6:32,--,158,173,--,--,--,--,--,--,162,--,--,1.52,--,--,--,5:22,171,1:43,6:32
RUN,27-Aug,88.00,66.00,16,2:00,31:12:00,25,0.03,0,--,144,175,--,--,--,--,--,--,27,--,--,0.87,--,--,--,6:40,164,0:52,29:46:00
RUN,27-Aug,88.00,66.00,17,01:36.0,31:33:00,29,0,0,--,168,173,--,--,--,--,--,--,0,--,--,--,--,--,--,11:30,0,0:09,30:26:00
RUN,27-Aug,88.00,66.00,18,2:00,33:03:00,31,0.02,0,--,132,162,--,4,--,--,--,--,17,--,--,1.31,--,--,--,15:27,120,0:19,15:03
RUN,27-Aug,88.00,66.00,19,01:36.3,34:40:00,29,0.27,5:59,--,162,177,--,--,--,--,--,--,163,--,--,1.65,--,--,--,5:25,176,1:33,5:46
RUN,27-Aug,88.00,66.00,20,2:00,36:40:00,33,0.03,0,--,145,177,--,--,--,--,--,--,19,--,--,1.22,--,--,--,6:14,163,0:02,1:10
RUN,27-Aug,88.00,66.00,21,01:37.3,38:17:00,29,0.27,5:54,--,164,178,8,--,--,--,--,--,162,--,--,1.68,--,--,--,5:12,176,1:33,5:38
RUN,27-Aug,88.00,66.00,22,2:00,40:17:00,33,0.03,0,--,147,177,--,8,--,--,--,--,31,--,--,0.74,--,--,--,6:05,166,0:02,1:11
RUN,27-Aug,88.00,66.00,23,01:36.3,41:53:00,30,0.26,6:04,--,166,180,--,--,--,--,--,--,165,--,--,1.6,--,--,--,5:37,176,01:36.3,6:04
RUN,27-Aug,88.00,66.00,24,2:00,43:53:00,32,0.02,0,--,147,179,--,--,--,--,--,--,23,--,--,0.76,--,--,--,6:15,163,0:01,0:45
RUN,27-Aug,88.00,66.00,25,01:44.4,45:38:00,29,0.26,6:40,--,160,177,--,--,--,--,--,--,157,--,--,1.54,--,--,--,6:11,166,1:44,6:38
RUN,27-Aug,88.00,66.00,26,2:00,47:38:00,27,0.03,0,--,144,177,--,--,--,--,--,--,28,--,--,0.83,--,--,--,6:36,163,0:03,1:44
RUN,27-Aug,88.00,66.00,27,01:42.8,49:21:00,30,0.26,6:30,--,163,179,3,--,--,--,--,--,162,--,--,1.52,--,--,--,5:59,174,01:42.8,6:30
RUN,27-Aug,88.00,66.00,28,2:00,51:21:00,29,0.03,0,--,148,178,--,--,--,--,--,--,41,--,--,0.6,--,--,--,6:40,163,0:08,4:23
RUN,27-Aug,88.00,66.00,29,01:43.6,53:04:00,30,0.27,6:29,--,164,179,--,--,--,--,--,--,160,--,--,1.55,--,--,--,5:40,170,1:39,6:12
RUN,27-Aug,88.00,66.00,30,2:00,55:04:00,23,0.03,0,--,146,179,--,--,--,--,--,--,35,--,--,0.71,--,--,--,6:38,165,0:09,4:50
RUN,27-Aug,88.00,66.00,31,01:43.5,56:48:00,30,0.27,6:24,--,164,179,--,--,--,--,--,--,157,--,--,1.6,--,--,--,5:29,176,01:43.5,6:24
RUN,27-Aug,88.00,66.00,32,2:00,58:48:00,20,0.03,0,--,145,178,--,3,--,--,--,--,30,--,--,0.76,--,--,--,6:07,162,0:02,1:10
RUN,27-Aug,88.00,66.00,33,01:37.7,1:00:25,29,0.27,6:01,--,169,182,--,--,--,--,--,--,163,--,--,1.64,--,--,--,5:09,176,01:37.7,6:01
RUN,27-Aug,88.00,66.00,34,2:00,1:02:25,25,0.02,0,--,148,180,--,--,--,--,--,--,26,--,--,0.65,--,--,--,6:15,166,0:02,1:34
RUN,27-Aug,88.00,66.00,35,01:38.7,1:04:04,28,0.27,6:09,--,167,182,0,--,--,--,--,--,154,--,--,1.69,--,--,--,5:00,176,1:38,6:06
RUN,27-Aug,88.00,66.00,36,2:00,1:06:04,28,0.03,0,--,149,182,--,--,--,--,--,--,35,--,--,0.76,--,--,--,6:16,166,0:10,5:03
RUN,27-Aug,88.00,66.00,37,01:37.5,1:07:42,29,0.28,5:52,--,169,183,--,--,--,--,--,--,157,--,--,1.75,--,--,--,5:18,176,01:37.5,5:52
RUN,27-Aug,88.00,66.00,38,2:00,1:09:42,27,0.02,0,--,150,182,--,--,--,--,--,--,36,--,--,0.52,--,--,--,6:05,163,0:01,0:43
RUN,27-Aug,88.00,66.00,39,01:37.3,1:11:19,29,0.27,5:57,--,171,183,--,--,--,--,--,--,156,--,--,1.74,--,--,--,4:31,176,1:37,5:56
